 NUMERO_BOLETIM; DATA HORA_BOLETIM; DATA_INCLUSAO; TIPO_ACIDENTE; DESC_TIPO_ACIDENTE; COD_TEMPO; DESC_TEMPO; COD_PAVIMENTO; PAVIMENTO; COD_REGIONAL; DESC_REGIONAL; ORIGEM_BOLETIM; LOCAL_SINALIZADO; VELOCIDADE_PERMITIDA; COORDENADA_X; COORDENADA_Y; HORA_INFORMADA; INDICADOR_FATALIDADE; VALOR_UPS; DESCRIÇÃO_UPS; DATA_ALTERACAO_SMSA; VALOR_UPS_ANTIGA; DESCRIÇÃO_UPS_ANTIGA
2019-010732093-001;07/03/2019 18:50;07/03/2019 19:14; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;0000604827.34;0007798307.39;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010737512-001;07/03/2019 19:28;07/03/2019 19:52; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;0000608118.91;0007796294.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010749179-001;06/03/2019 23:20;07/03/2019 21:20; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000607393.51;0007808086.64;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010749573-001;07/03/2019 19:19;07/03/2019 21:22; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000616686.10;0007805210.86;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010749770-001;07/03/2019 21:17;07/03/2019 21:24; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000610381.07;0007802390.92;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010750251-001;07/03/2019 18:45;07/03/2019 21:28; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000612990.97;0007795823.74;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010750578-001;07/03/2019 20:34;07/03/2019 21:30; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000608916.16;0007804591.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010751297-001;07/03/2019 21:33;07/03/2019 21:36; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000608925.92;0007796577.88;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010757595-001;07/03/2019 22:23;07/03/2019 22:25; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000606204.96;0007796701.73;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010759710-001;07/03/2019 21:51;07/03/2019 22:43; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000601627.31;0007788430.94;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010766724-001;07/03/2019 22:25;08/03/2019 00:01; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000611121.76;0007797786.87;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010767352-001;07/03/2019 20:47;07/03/2019 23:44; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000605105.47;0007810217.54;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010784005-001;08/03/2019 02:15;08/03/2019 03:59; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;60;0000607611.92;0007796248.12;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010797948-001;08/03/2019 07:56;08/03/2019 08:23; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;0000601968.11;0007795207.96;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010812530-001;15/02/2019 22:15;08/03/2019 09:57; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA CIVIL  ;NÃO;0;0000603887.27;0007798977.23;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-010813682-001;08/03/2019 06:40;08/03/2019 10:05; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000612767.32;0007803613.53;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000158788-001;01/01/2019 12:00;02/01/2019 12:06; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000604467.37;0007809566.90;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000169721-001;02/01/2019 13:04;02/01/2019 13:43; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000613101.04;0007796526.60;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000193300-001;02/01/2019 15:39;02/01/2019 15:44; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000607849.22;0007793872.23;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000200962-001;02/01/2019 15:14;02/01/2019 16:20; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000612287.44;0007803492.02;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000212970-001;02/01/2019 16:56;02/01/2019 17:17; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000612133.86;0007796892.54;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000219367-001;02/01/2019 17:48;02/01/2019 17:51; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000607205.54;0007804256.06;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000224673-001;02/01/2019 18:00;02/01/2019 18:29; H08002;CHOQUE MECANICO COM VITIMA                        ;2;CHUVA          ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000612455.63;0007796608.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000230025-001;02/01/2019 17:59;02/01/2019 19:09; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000614237.35;0007797453.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000244176-001;02/01/2019 20:21;02/01/2019 21:12; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000609316.25;0007806980.21;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000250750-001;02/01/2019 22:10;02/01/2019 22:12; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000602136.15;0007788971.11;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000250929-001;02/01/2019 21:36;02/01/2019 22:14; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000606296.29;0007810760.12;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000251923-002;02/01/2019 21:54;02/01/2019 22:52; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000614251.67;0007796750.46;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000264045-001;02/01/2019 21:50;03/01/2019 00:11; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000612322.46;0007804422.64;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000284951-001;03/01/2019 07:38;03/01/2019 08:15; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000610384.62;0007808005.94;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000292369-001;03/01/2019 08:33;03/01/2019 09:21; H01002;ABALROAMENTO COM VITIMA                           ;4;NUBLADO        ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000606295.26;0007796488.84;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000307826-001;03/01/2019 09:07;03/01/2019 11:02; H01002;ABALROAMENTO COM VITIMA                           ;3;NEBLINA        ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000604987.80;0007797285.18;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000312242-001;03/01/2019 11:28;03/01/2019 11:30; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000610608.72;0007795072.13;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000327764-001;03/01/2019 12:59;03/01/2019 13:46; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000615708.49;0007798682.57;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000344116-001;03/01/2019 14:59;03/01/2019 15:03; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000358029-001;03/01/2019 15:36;03/01/2019 16:05; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000612288.42;0007793232.83;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000363924-001;03/01/2019 16:06;03/01/2019 16:31; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000607103.72;0007801932.47;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000366300-001;03/01/2019 16:39;03/01/2019 16:43; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000366458-001;03/01/2019 16:43;03/01/2019 16:43; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000614414.44;0007795615.21;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000377668-001;03/01/2019 17:10;03/01/2019 17:44; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000611409.29;0007798697.57;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000385664-001;03/01/2019 18:18;03/01/2019 18:30; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000603415.35;0007790632.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000385680-001;02/01/2019 06:40;03/01/2019 18:30; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000603397.61;0007792706.56;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000386881-001;03/01/2019 17:16;03/01/2019 18:38; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000603097.74;0007788390.73;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000387087-001;03/01/2019 18:06;03/01/2019 18:39; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000613064.65;0007796737.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000394401-001;03/01/2019 19:29;03/01/2019 19:31; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;30;0000601237.62;0007786562.10;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000398494-001;03/01/2019 19:18;03/01/2019 20:03; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000605398.36;0007801170.20;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000412537-002;03/01/2019 20:42;23/01/2019 18:02; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA CIVIL  ;NÃO;0;0000607546.50;0007805244.30;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000412879-001;03/01/2019 20:13;03/01/2019 22:11; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000603136.10;0007802564.65;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000416589-002;03/01/2019 22:08;26/11/2019 17:08; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA CIVIL  ;NÃO;0;0000614000.06;0007798398.26;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000449394-001;04/01/2019 07:19;04/01/2019 08:24; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000604299.68;0007796569.34;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000449773-002;04/01/2019 08:00;04/01/2019 08:33; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;2;CHUVA          ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000610985.42;0007797290.48;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000459214-001;04/01/2019 08:56;04/01/2019 09:44; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000611570.11;0007797543.78;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000464401-001;04/01/2019 09:34;04/01/2019 10:20; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000612485.41;0007795297.42;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000466545-001;04/01/2019 10:21;04/01/2019 10:34; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000611391.05;0007797420.66;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000470766-001;04/01/2019 10:42;04/01/2019 11:01; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000611844.44;0007793198.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000472360-001;04/01/2019 10:13;04/01/2019 11:12; H01002;ABALROAMENTO COM VITIMA                           ;2;CHUVA          ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000607810.41;0007797949.49;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000478552-001;04/01/2019 11:20;04/01/2019 11:55; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;60;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000484891-001;04/01/2019 11:28;04/01/2019 12:59; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000601595.62;0007786258.70;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000491915-001;04/01/2019 13:06;04/01/2019 14:07; H06001;ATROPELAMENTO DE PESSOA COM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000608883.67;0007803945.56;SIM;SIM;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000493325-001;04/01/2019 13:18;04/01/2019 14:02; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000611916.92;0007795883.39;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000500225-001;04/01/2019 14:28;04/01/2019 14:35; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000609390.12;0007808714.71;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000502280-001;04/01/2019 14:11;04/01/2019 14:44; H07002;ATROPELAMENTO DE ANIMAL COM VITIMA                ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000606435.56;0007798331.23;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000526396-001;04/01/2019 15:08;04/01/2019 16:34; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000616381.99;0007805628.10;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000533121-001;03/01/2019 22:47;04/01/2019 17:07; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA CIVIL  ;NÃO;0;0000605373.24;0007806998.55;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000533645-001;04/01/2019 17:07;04/01/2019 17:10; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000535932-001;04/01/2019 16:42;04/01/2019 17:21; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000603769.56;0007799879.63;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000537160-001;04/01/2019 17:20;04/01/2019 17:27; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000612137.75;0007801122.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000542480-001;04/01/2019 17:07;04/01/2019 17:58; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000556587-001;04/01/2019 19:14;04/01/2019 19:38; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000609220.90;0007805417.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000566190-001;04/01/2019 20:32;04/01/2019 21:01; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000613473.86;0007798542.72;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000570418-001;04/01/2019 19:28;04/01/2019 21:37; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000615260.80;0007798345.26;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000572417-001;04/01/2019 21:48;04/01/2019 21:56; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000610566.10;0007801246.57;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000576970-001;04/01/2019 21:42;04/01/2019 22:30; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000607832.06;0007805592.70;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000577450-001;04/01/2019 20:42;04/01/2019 22:34; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000604013.24;0007807373.77;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000579512-001;04/01/2019 22:41;04/01/2019 22:51; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000603401.18;0007801759.13;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000586871-001;03/01/2019 17:05;04/01/2019 23:54; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO;0;0000609745.65;0007794188.38;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000588660-001;05/01/2019 00:11;05/01/2019 00:14; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000590553-001;04/01/2019 23:48;05/01/2019 00:54; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000609383.35;0007797896.26;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000590672-001;04/01/2019 21:00;05/01/2019 00:34; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000610712.81;0007807257.27;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000597596-001;05/01/2019 01:50;05/01/2019 02:02; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2019-000600078-001;05/01/2019 02:34;05/01/2019 02:59; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;60;0000611688.04;0007805443.02;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
